Question,Answer(s),Sport,Difficulty,Hop
"Main Question: Why might a high school football player be required to use a mouthguard with a strap during games?

A) To enhance the player's speaking ability
B) To prevent the mouthguard from getting lost during play
C) To improve the fit of the player's helmet
D) To match the team's uniform colors

Sub-Question 1: What is the primary purpose of a mouthguard in American football?

A) To protect the teeth and gums from injury
B) To keep the mouth moist
C) To make breathing easier for the player
D) To provide a better grip for the mouth

Sub-Question 2: Why are straps often required on mouthguards for high school football players?

A) To attach the mouthguard to the player’s wrist
B) To allow the mouthguard to hang from the helmet when not in use
C) To make the mouthguard easier to clean
D) To help the coach identify players",B;A;B,American Football,easy,multi
"Main Question: How must a high school football player adjust their equipment if the game is played under heavy rain and the player wears eyeglasses?

A) Wear a visor and waterproof gloves
B) Attach a mouthguard to the helmet and use hand warmers
C) Apply anti-fog spray to the eyeglasses and wear a visor
D) Switch to contact lenses and use extra padding

Sub-Question 1: What additional equipment can a player use to maintain clear vision when wearing eyeglasses during a rainy game?

A) Hand warmers
B) Anti-fog spray
C) Contact lenses
D) Extra padding

Sub-Question 2: What is a necessary modification to a player’s helmet during rainy conditions to protect their eyes when they have to wear eyeglasses?

A) Attaching a mouthguard
B) Adding extra padding
C) Wearing a visor
D) Using hand warmers",C;B;C,American Football,easy,multi
"Main Question: What is the total duration of an American Football game including halftime, if each quarter lasts for 15 minutes and halftime is 12 minutes long?

A) 62 minutes
B) 60 minutes
C) 72 minutes
D) 48 minutes

Sub-Question 1: How long is one quarter in an American Football game?

A) 10 minutes
B) 15 minutes
C) 12 minutes
D) 20 minutes

Sub-Question 2: How many quarters are there in an American Football game?

A) 2
B) 3
C) 4
D) 6

Sub-Question 3: How long is the halftime break in an American Football game?

A) 10 minutes
B) 12 minutes
C) 15 minutes
D) 20 minutes",C;B;C,American Football,easy,multi
"Main Question: Why might an American football game have more playtime than the standard 60 minutes of playtime?

A) Because the game clock stops for certain events
B) Due to a tie that leads to overtime
C) Because the teams agreed to play longer
D) Because the fans requested an extended game

Sub-Question 1: Which event causes the game clock to stop and potentially extend the duration of an American football game?

A) A player scoring a touchdown
B) The ball going out of bounds
C) A timeout called by a coach
D) All of the above

Sub-Question 2: What happens in an American football game that leads to a tie at the end of the fourth quarter?

A) The game is paused for a halftime show
B) The game immediately ends in a tie
C) An overtime period is played
D) The team with the most yards wins",B;D;C,American Football,easy,multi
"Main Question: How long would a typical American football game last if it started at 1:00 PM and experienced a 15-minute delay during halftime, assuming each quarter is 15 minutes and the halftime break is usually 12 minutes?

A) 2 hours and 48 minutes
B) 3 hours and 15 minutes
C) 3 hours
D) 2 hours and 30 minutes

Sub-Question 1: How long is one quarter of an American football game?

A) 12 minutes
B) 15 minutes
C) 30 minutes
D) 45 minutes

Sub-Question 2: What is the standard duration of a halftime break in an American football game?

A) 12 minutes
B) 15 minutes
C) 20 minutes
D) 30 minutes",B;B;A,American Football,easy,multi
"Main Question: Which American football game would have a longer total duration, a game where each of the four quarters lasts 15 minutes with a 12-minute halftime, or a game with an extended 20-minute halftime but with two 2-minute breaks added during each half?

A) The game with a 12-minute halftime
B) The game with a 20-minute halftime
C) Both games have the same total duration
D) Cannot determine with the given information

Sub-Question 1: How long is the total game duration without considering any breaks for a standard American football game with four quarters?

A) 48 minutes
B) 60 minutes
C) 90 minutes
D) 120 minutes

Sub-Question 2: How much total time do the two 2-minute breaks add to the game with the extended halftime?

A) 4 minutes
B) 8 minutes
C) 16 minutes
D) 20 minutes",B;B;A,American Football,easy,multi
"Main Question: What position does the new player occupy after a substitution is made for a quarterback following an injury timeout when the team is on offense?

A) Running Back
B) Quarterback
C) Wide Receiver
D) Linebacker

Sub-Question 1: What position is replaced in the scenario of an injury timeout?

A) Tight End
B) Any Player
C) Defensive Tackle
D) Safety

Sub-Question 2: When a team is on offense, which position is typically responsible for receiving the snap and orchestrating the play?

A) Kicker
B) Running Back
C) Quarterback
D) Cornerback",B;B;C,American Football,easy,multi
"Main Question: Why might a football team choose to substitute a defensive player with a fresh player from the bench after the opposing team completes a long pass?

A) To give the player a rest
B) To comply with the coach's strategy
C) Because the player is injured
D) To match the opposing team's change in tactics

Sub-Question 1: What usually happens after a long pass that may require a defensive substitution?

A) The defense gets a penalty
B) The defensive team's players may become fatigued
C) The offensive team is likely to score a touchdown
D) The ball goes out of bounds

Sub-Question 2: What is the purpose of matching the opposing team's change in tactics with a substitution?

A) To confuse the referees
B) To maintain a strategic advantage
C) To allow the coach to communicate with the players
D) To give the crowd a show",D;B;B,American Football,easy,multi
"Main Question: How can a football team legally substitute a wide receiver with a fresh player during a game without incurring a penalty?

A) By making the substitution while the play clock is stopped and the team is in a huddle.
B) By substituting the player after a touchdown has been scored.
C) By having the player leave the field while the ball is in play.
D) By making the substitution after the two-minute warning without notifying the officials.

Sub-Question 1: When is the play clock stopped during a football game?

A) After a player scores a touchdown.
B) When a player calls for a timeout.
C) When the ball goes out of bounds.
D) All of the above.

Sub-Question 2: What is one of the requirements for a team to substitute players without penalty?

A) The substitution must be made during a team timeout.
B) The incoming player must report to the referee.
C) The substitution must happen while the ball is dead and play has stopped.
D) The substitution can only occur in the fourth quarter.",A;D;C,American Football,easy,multi
"Main Question: Which player would most likely be substituted into the game if the starting quarterback is injured during a play where the offense has possession and is facing a 3rd down with 5 yards to go?

A) A backup quarterback
B) A defensive lineman
C) A placekicker
D) A punter

Sub-Question 1: Which player position is primarily responsible for passing the ball or orchestrating offense?

A) Quarterback
B) Running back
C) Wide receiver
D) Tight end

Sub-Question 2: On a 3rd down with 5 yards to go, which type of player is typically not expected to take the field?

A) A backup quarterback
B) A defensive lineman
C) A placekicker
D) A punter",A;A;C,American Football,easy,multi
"Main Question: How might a referee determine if a touchdown should be overturned due to a player stepping out of bounds, considering the player's position and the game rules?

A) By checking if the player had possession of the ball when he stepped out
B) By determining if the ball crossed the plane of the goal line
C) By asking the player if they stepped out
D) By flipping a coin

Sub-Question 1: Before considering if a touchdown should be overturned, what must the referee first establish about the player's interaction with the sideline?

A) If the player was pushed by an opponent
B) If the player's foot touched the sideline
C) If the sideline was properly marked
D) If the coach challenged the call

Sub-Question 2: After confirming the player's position relative to the sideline, what must the referee check next to ensure the touchdown is valid?

A) If the player maintained control of the ball throughout the entire process of the catch
B) If the player was wearing the correct uniform
C) If the time on the game clock had expired
D) If the player's helmet was on correctly",A;B;A,American Football,easy,multi
"Main Question: How is a penalty determined if a defensive player makes helmet-to-helmet contact with a quarterback who is in the act of throwing after the two-minute warning of the second half?

A) It is not considered a penalty.
B) It is determined as roughing the passer.
C) It is determined as offside.
D) It is determined as a false start.

Sub-Question 1: How is helmet-to-helmet contact judged when initiated by a defensive player?

A) As a legal play.
B) As roughing the passer if against the running back.
C) As unnecessary roughness.
D) As pass interference.

Sub-Question 2: When does the two-minute warning occur in each half of an American football game?

A) After the first two minutes of the half.
B) At the two-minute mark before the end of the half.
C) With two minutes left in the third quarter.
D) At the beginning of each quarter.",B;C;B,American Football,easy,multi
"Main Question: Which team receives a penalty if the defensive lineman is offside at the snap during a game between the Dolphins and the Patriots?

A) Dolphins
B) Patriots
C) The game officials
D) The defensive team

Sub-Question 1: Which team is on defense when the lineman is offside at the snap?

A) Dolphins
B) Patriots
C) The game officials
D) Cannot determine from the given information

Sub-Question 2: Which type of penalty is assessed for an offside foul?

A) Loss of down
B) Automatic first down
C) Yardage penalty
D) No penalty",D;D;C,American Football,easy,multi
"Main Question: What penalty is called when a defensive player crosses the line of scrimmage and makes contact with an offensive player before the ball is snapped, and in what situation is it not considered a penalty?

A) Offside, during a play where the offense commits a false start
B) Encroachment, during a play where the offense commits a false start
C) Offside, during a two-minute warning
D) Encroachment, during a play where the play clock expires

Sub-Question 1: What is the penalty called when a defensive player is in the neutral zone at the time of the snap?

A) False start
B) Encroachment
C) Holding
D) Offside

Sub-Question 2: In which situation is crossing the line of scrimmage before the snap not penalized?

A) When the play clock reaches zero
B) When the defensive player is drawn offside by an offensive player's movement
C) When it’s a two-minute warning
D) When the ball is fumbled",B;D;B,American Football,easy,multi
"Main Question: How many yards will the offensive team be penalized if a player commits holding and then the quarterback is sacked, but the penalty is accepted?

A) 10 yards from the spot of the holding
B) 10 yards from the previous spot
C) 10 yards from the spot of the sack
D) No penalty, as the play was already stopped

Sub-Question 1: What is the standard penalty yardage for an offensive holding penalty in American football?

A) 5 yards
B) 10 yards
C) 15 yards
D) 20 yards

Sub-Question 2: If a quarterback is sacked, where is the ball spotted for the next play?

A) Where the quarterback was sacked
B) At the original line of scrimmage
C) 10 yards behind the line of scrimmage
D) Where the holding occurred",B;B;A,American Football,easy,multi
"Main Question: Which team was penalized for unsportsmanlike conduct after their player removed his helmet to celebrate a touchdown, considering that Team A scored the last touchdown and Team B has been warned earlier in the game for excessive celebration?

A) Team A
B) Team B
C) Team C
D) Team D

Sub-Question 1: Which team scored the last touchdown?

A) Team A
B) Team B
C) Team C
D) Team D

Sub-Question 2: Which team received a warning for excessive celebration earlier in the game?

A) Team A
B) Team B
C) Team C
D) Team D",A;A;B,American Football,easy,multi
"Main Question: What play should the quarterback decide to perform on a 4th down with 3 yards to go, considering the team is trailing by 4 points with 2 minutes left in the game, and the team's star running back, who has been successful on short-yardage plays throughout the game, is currently injured?

A) Punt the ball
B) Attempt a field goal
C) Go for a pass play
D) Go for a run play with a backup running back

Sub-Question 1: What is the team's objective considering they are trailing by 4 points with 2 minutes left in the game?

A) To score a touchdown
B) To score a field goal
C) To maintain possession
D) To run out the clock

Sub-Question 2: Given the star running back's injury, who has been successful on short-yardage plays, what alternative should the quarterback consider on a 4th down with 3 yards to go?

A) Punt the ball
B) Attempt a field goal
C) Go for a pass play
D) Go for a run play with a backup running back",C;A;C,American Football,easy,multi
"Main Question: Why did the coach decide to go for a two-point conversion after scoring a touchdown late in the fourth quarter when the team was trailing by one point?

A) To potentially take the lead
B) Because the kicker was injured
C) To tie the game
D) The coach made a random decision

Sub-Question 1: What is the score value of a two-point conversion in American football?

A) 1 point
B) 2 points
C) 3 points
D) 6 points

Sub-Question 2: If a touchdown is worth 6 points, how many points would a team have after scoring a touchdown and a successful two-point conversion?

A) 6 points
B) 7 points
C) 8 points
D) 9 points",A;B;C,American Football,easy,multi
"Main Question: How should the coach adjust the team's strategy if their star quarterback is injured during the third quarter while leading by only three points against the strongest defense in the league?

A) Stick to the original game plan
B) Focus on a running game
C) Play more conservatively
D) Attempt more risky passes

Sub-Question 1: If the star quarterback is injured, which position player becomes more crucial for maintaining ball possession?

A) Wide Receiver
B) Running Back
C) Tight End
D) Kicker

Sub-Question 2: Considering the opponent has the strongest defense in the league, what is a safer offensive strategy to protect a slim lead?

A) Long passes downfield
B) Quick, short passes
C) Consistent running plays
D) Frequent play-action passes",B;B;C,American Football,easy,multi
"Main Question: Which team secured their spot in the playoffs after winning the final game of the season, considering that the Eagles won their game against the Giants, and the Cowboys lost to the Redskins, knowing that both teams were competing for the same playoff spot?

A) Eagles
B) Cowboys
C) Giants
D) Redskins

Sub-Question 1: Which team won their game, which was a necessary condition for securing the playoff spot?

A) Eagles
B) Cowboys
C) Giants
D) Redskins

Sub-Question 2: Which team, competing for the same playoff spot as the team in Sub-Question 1, lost their game?

A) Eagles
B) Cowboys
C) Giants
D) Redskins",A;A;B,American Football,easy,multi
"Main Question: What would be the outcome if a Replay Officials review in an American Football game determines that a receiver had both feet in bounds when catching the ball in the end zone, but the on-field officials had ruled it an incomplete pass?

A) The call stands as incomplete.
B) The touchdown is awarded.
C) The game clock is reset to the time of the catch.
D) The ball is placed at the one-yard line.

Sub-Question 1: What must a receiver do to complete a legal catch in the end zone for a touchdown?

A) Maintain control of the ball through contact with the ground.
B) Have at least one foot in bounds.
C) Signal to the referee.
D) Have both feet in bounds.

Sub-Question 2: What happens if the on-field officials' call is overturned by a Replay Officials review?

A) The original call is enforced.
B) The game continues without any changes.
C) The correct call is applied retroactively.
D) The team that was penalized by the incorrect call is awarded a penalty.",B;D;C,American Football,easy,multi
"Main Question: Why might a team's coach request a review of a completed pass play using Replay Officials during an American Football game?

A) To check if the ball was caught within the field of play.
B) To confirm the weather conditions at the time of the play.
C) To decide which player should be substituted next.
D) To determine the color of the team's uniform.

Sub-Question 1: Why is it important to confirm that the ball was caught within the field of play?

A) It affects the scoring of the game.
B) It determines the music played in the stadium.
C) It influences the time left on the game clock.
D) It changes the sponsor advertisements on the screen.

Sub-Question 2: Why does a correct call on a completed pass play matter to the outcome of the game?

A) It ensures the fairness and accuracy of the game.
B) It affects the halftime show performance.
C) It decides the price of the tickets for the next game.
D) It influences the choice of snacks available at the concession stands.",A;B;A,American Football,easy,multi
"Main Question: How does the implementation of Replay Officials in American Football influence the decision-making process during a touchdown review?

A) It replaces the on-field referees' decisions entirely.
B) It assists the on-field referees by providing additional video evidence.
C) It is used to challenge the coach's decisions.
D) It has no influence on the decision-making process.

Sub-Question 1: Before Replay Officials can be utilized for a touchdown review, what must occur?

A) The head coach must throw a challenge flag.
B) A commercial break must be taken.
C) The play must be whistled dead.
D) The fans must request a review.

Sub-Question 2: After a touchdown play is reviewed with Replay Officials's assistance, who makes the final call on the field?

A) The video assistant referee.
B) The head coach of the challenging team.
C) The on-field head referee.
D) The league commissioner.",B;C;C,American Football,easy,multi
"Main Question: What is the primary responsibility of the player who receives the snap from the center and then hands off the ball to the running back or throws it to a receiver?

A) Scoring touchdowns
B) Blocking defensive players
C) Directing the team's offense on the field
D) Kicking field goals

Sub-Question 1: Which position on an American football team typically receives the snap from the center?

A) Wide Receiver
B) Quarterback
C) Linebacker
D) Running Back

Sub-Question 2: Which position is responsible for running with the ball if it is handed off after the snap?

A) Tight End
B) Defensive Tackle
C) Running Back
D) Quarterback",C;B;C,American Football,easy,multi
"Main Question: Why might a quarterback in American football need to have a strong understanding of the team's playbook?

A) To know which commercial to film next
B) To make quick decisions during gameplay
C) To coach the defensive players
D) To choose the team's uniform colors

Sub-Question 1: What is the primary role of a quarterback during a football game?

A) To tackle opposing players
B) To lead the offense and call plays
C) To kick field goals
D) To cheerlead from the sidelines

Sub-Question 2: Why is it important for a player who calls plays to understand the team's playbook thoroughly?

A) So they can predict the weather during the game
B) To know the choreography of the halftime show
C) To execute plays effectively and adapt to the defense
D) To keep track of the scores",B;B;C,American Football,easy,multi
"Main Question: How does a quarterback contribute to scoring in a football game when he has to execute a play that requires passing the ball to a player who is responsible for catching long-range passes?

A) By running the ball into the end zone himself
B) By passing the ball to the tight end
C) By handing the ball off to the running back
D) By throwing a touchdown pass to the wide receiver

Sub-Question 1: How is a quarterback involved in a play that leads to scoring?

A) By calling out defensive plays
B) By passing the ball
C) By blocking the defenders
D) By kicking a field goal

Sub-Question 2: Which player is primarily responsible for catching long-range passes on the field?

A) The linebacker
B) The wide receiver
C) The fullback
D) The cornerback",D;B;B,American Football,easy,multi
"Main Question: Which position in American Football is primarily responsible for calling plays on the field and is often considered the leader of the offensive team, and also typically throws the ball to the wide receivers?

A) Running Back
B) Quarterback
C) Linebacker
D) Tight End

Sub-Question 1: Which position is known for running with the ball when it's handed off to them and for catching short passes?

A) Running Back
B) Quarterback
C) Linebacker
D) Tight End

Sub-Question 2: Which position on the offensive team is responsible for receiving longer passes and is often fast and agile?

A) Running Back
B) Quarterback
C) Linebacker
D) Wide Receiver",B;A;D,American Football,easy,multi
"Main Question: What position might a player be assigned to if they are primarily responsible for receiving short passes and occasionally blocking on running plays, and the team is currently using a formation with one tight end and one running back?

A) Quarterback
B) Wide Receiver
C) Slot Receiver
D) Fullback

Sub-Question 1: In American football, which player is typically responsible for receiving short passes?

A) Defensive Tackle
B) Cornerback
C) Slot Receiver
D) Linebacker

Sub-Question 2: Which position is often involved in both blocking for the running back and receiving passes?

A) Cornerback
B) Safety
C) Tight End
D) Kicker",C;C;C,American Football,easy,multi
"Main Question: Why might a quarterback line up directly behind the center at the start of a play?

A) To receive a hand-off from a running back
B) To get a better view of the defense
C) To take a direct snap from the center
D) To punt the ball

Sub-Question 1: What is the purpose of taking a direct snap from the center?

A) To kick a field goal
B) To start the play with the ball in hand
C) To pass the ball to a linebacker
D) To signal a timeout

Sub-Question 2: Why is it important for the quarterback to start the play with the ball in hand?

A) To immediately run out of bounds
B) To be able to throw a pass or hand off the ball
C) To replace the football with a new one
D) To allow the wide receivers to take a break",C;B;B,American Football,easy,multi
"Main Question: Which player is responsible for calling audibles and coordinating players before the snap when the team is in an I-formation?

A) Tight End
B) Center
C) Quarterback
D) Fullback

Sub-Question 1: In the I-formation, which player lines up directly behind the quarterback?

A) Running Back
B) Fullback
C) Wide Receiver
D) Tight End

Sub-Question 2: Who typically relays play calls from the coaching staff to their teammates on the field?

A) Wide Receiver
B) Linebacker
C) Quarterback
D) Safety",C;B;C,American Football,easy,multi
"Main Question: Why might the quarterback of an American football team have less time to throw the football during a particular play?

A) The defensive team has a strong pass rush.
B) The offensive team has decided to run the ball more frequently.
C) The weather conditions are affecting the game.
D) The cheerleaders are performing a particularly distracting routine.

Sub-Question 1: What is the primary responsibility of the offensive line during a passing play?

A) To run the ball
B) To catch passes
C) To block the defensive players
D) To cheer on their teammates

Sub-Question 2: What is the effect of a strong defensive pass rush on a quarterback during a passing play?

A) It gives the quarterback more time to throw the ball.
B) It has no effect on the quarterback.
C) It can hurry the quarterback into making a faster decision.
D) It allows the quarterback to move more freely.",A;C;C,American Football,easy,multi
"Main Question: How does a typical offensive play in American football ensure that the quarterback has enough time to throw the ball?

A) By having the wide receivers run faster than usual
B) By implementing a strong defensive strategy
C) By executing a well-coordinated offensive line blocking scheme
D) By calling a timeout before the play starts

Sub-Question 1: How does the offensive line contribute to the quarterback's protection during a play?

A) By intercepting the ball
B) By tackling the opposing team's players
C) By creating a protective pocket around the quarterback
D) By running downfield to catch passes

Sub-Question 2: How does the center support the quarterback immediately after the ball is snapped?

A) By passing the ball to a running back
B) By snapping the ball and then blocking defensive players
C) By running a route to receive a pass
D) By signaling audibles to the rest of the team",C;C;B,American Football,easy,multi
"Main Question: What is the position of the player who caught the ball for a touchdown after it was passed by the quarterback who was drafted in 2018 from the University of Oklahoma?

A) Wide Receiver
B) Running Back
C) Tight End
D) Linebacker

Sub-Question 1: From which university was the quarterback, who passed the ball for the touchdown, drafted in 2018?

A) University of Alabama
B) University of Oklahoma
C) University of Texas
D) University of Miami

Sub-Question 2: Which position does the player who catches the ball for a touchdown typically play?

A) Wide Receiver
B) Quarterback
C) Defensive Tackle
D) Safety",A;B;A,American Football,easy,multi
"Main Question: Why might the coach have scheduled an extra team meeting after a recent game?

A) To discuss new team uniforms
B) To analyze the last game's performance and improve collaboration
C) To plan a team vacation
D) To introduce a new player to the team

Sub-Question 1: What is the purpose of analyzing a game's performance?

A) To decide on team meals
B) To select the most valuable player
C) To identify areas for improvement
D) To determine the length of the next game

Sub-Question 2: How does improving collaboration benefit a football team?

A) It increases the chances of players getting individual endorsements
B) It enhances the team's ability to execute plays effectively
C) It ensures that all players get equal playing time
D) It helps in deciding the team mascot",B;C;B,American Football,easy,multi
"Main Question: Which position is responsible for calling plays on the field after the head coach decides on a strategy that involves both defensive and offensive units?

A) Wide Receiver
B) Quarterback
C) Linebacker
D) Kicker

Sub-Question 1: Who typically leads the offensive unit in American Football?

A) Running Back
B) Quarterback
C) Tight End
D) Center

Sub-Question 2: Which member of the coaching staff usually determines the overall game strategy?

A) Offensive Coordinator
B) Defensive Coordinator
C) Head Coach
D) Special Teams Coach",B;B;C,American Football,easy,multi
"Main Question: What is the maximum number of players a team can substitute during a timeout in an American football game if they have already substituted three players during the previous play?

A) 8 players
B) 11 players
C) As many as they want
D) No more substitutions allowed

Sub-Question 1: How many players are allowed on the field for one team during an American football game?

A) 11 players
B) 12 players
C) 10 players
D) 9 players

Sub-Question 2: If a team has substituted three players during the previous play, how many more players can they substitute to have completely substituted all previous players off the field during a timeout?

A) 3 players
B) 8 players
C) 7 players
D) 4 players",C;A;B,American Football,easy,multi
"Main Question: Why might a coach decide to substitute a defensive lineman with a fresh player during the 4th quarter of an American football game?

A) The player requested a substitution.
B) The player is injured.
C) To ensure the player gets enough rest.
D) To maintain a strong defense with rested players.

Sub-Question 1: What is the primary role of a defensive lineman in an American football game?

A) To score touchdowns.
B) To block or tackle the opposing team's players.
C) To kick field goals.
D) To pass the ball.

Sub-Question 2: Why is it important to have a strong defense in the 4th quarter?

A) It's the best time to score touchdowns.
B) Fresh players are more likely to commit fouls.
C) A tired defense is more likely to make mistakes.
D) The cheerleaders perform during the 4th quarter.",D;B;C,American Football,easy,multi
"Main Question: How can a coach ensure that a player who needs to recover from fatigue is substituted with a player who has a similar skill set during the second quarter of an American football game?

A) By preparing a substitution chart before the game
B) By asking the player to choose his substitute
C) By randomly selecting a substitute from the bench
D) By waiting until halftime to make substitutions

Sub-Question 1: What is the purpose of a substitution chart in American football?

A) To track the number of substitutions made
B) To plan strategic player rotations based on skills and positions
C) To keep a record of injured players
D) To monitor the time each player spends on the field

Sub-Question 2: When is the second quarter of an American football game typically played?

A) At the beginning of the game
B) After the first quarter
C) After halftime
D) At the end of the game",A;B;B,American Football,easy,multi
"Main Question: Which player was substituted in the second quarter if Player A replaced the starting quarterback due to an injury in the second quarter and Player B came in for a linebacker during the first timeout in the first quarter?

A) The starting quarterback
B) A linebacker
C) A wide receiver
D) The kicker

Sub-Question 1: Who did Player A replace in the game?

A) The starting quarterback
B) A linebacker
C) A wide receiver
D) The kicker

Sub-Question 2: When did Player B make a substitution?

A) Before the game started
B) During the first quarter
C) During the first timeout
D) In the second quarter",A;A;B,American Football,easy,multi
"Main Question: What safety equipment must a player remove first if they need to be assessed for a concussion after a helmet-to-helmet collision during a game?

A) Shoulder pads
B) Cleats
C) Helmet
D) Gloves

Sub-Question 1: Which piece of equipment is specifically designed to protect the head in American Football?

A) Shoulder pads
B) Cleats
C) Helmet
D) Gloves

Sub-Question 2: In the event of a suspected head injury, what is the initial step in the player's assessment protocol?

A) Hydration
B) Removal of head protection
C) Ice the affected area
D) Check for broken bones",C;C;B,American Football,easy,multi
"Main Question: Why might a high school football coach enforce strict adherence to tackling techniques during practice sessions?

A) To ensure the team wins more games.
B) To minimize the risk of injury to players.
C) To make practices more challenging.
D) To comply with state sporting regulations.

Sub-Question 1: What is one of the primary concerns that safe tackling techniques aim to address during football games?

A) Improving player coordination.
B) Reducing the risk of concussions.
C) Enhancing the entertainment value of the game.
D) Increasing the speed of the players.

Sub-Question 2: Why are concussions a significant concern in contact sports like American football?

A) They can lead to long-term health issues.
B) They often require expensive equipment to diagnose.
C) They result in penalties during the game.
D) They are not detectable until days after the game.",B;B;A,American Football,easy,multi
"Main Question: How does the protocol for a suspected concussion during an American football game ensure a player's safety by involving both observation and assessment steps?

A) By immediately removing the player from the game and performing a sideline concussion assessment only if the player shows symptoms.
B) By allowing the player to continue playing and assessing symptoms at the next timeout or break in the game.
C) By immediately removing the player from the game and performing a sideline concussion assessment, followed by a quiet room evaluation if necessary.
D) By having the player sit out for one play and then asking them how they feel before deciding on further action.

Sub-Question 1: How is the initial determination made to remove a player for a concussion evaluation?

A) The player requests to be evaluated.
B) A teammate reports that the player seems confused.
C) The coach decides the player doesn't seem right.
D) A spotter or medical staff observes signs of a concussion.

Sub-Question 2: After removing the player for a suspected concussion, what is the next step in the safety protocol?

A) The player is given water and allowed to rest on the bench.
B) The player is immediately taken to a hospital.
C) The player undergoes a sideline concussion assessment.
D) The player is asked to recite the months of the year backwards.",C;D;C,American Football,easy,multi
"Main Question: Which safety measure is specifically required for a quarterback during a football game to protect against concussions, considering the equipment mandated for all players and the unique role of the quarterback?

A) Mouthguard
B) Helmet with face mask
C) Neck collar
D) Shin guards

Sub-Question 1: Which piece of equipment is mandatory for all American football players to wear during a game?

A) Neck guard
B) Gloves
C) Helmet with face mask
D) Cleats

Sub-Question 2: Considering the position-specific risks, which additional safety equipment is recommended for a quarterback to prevent neck injuries?

A) Neck collar
B) Elbow pads
C) Thigh pads
D) Ankle braces",B;C;A,American Football,easy,multi
"Main Question: What play should the coach call next if they need to maintain possession to run down the clock at the end of the 4th quarter, considering the team is currently ahead, it's 3rd down with 2 yards to go, and the opposing team still has 2 timeouts?

A) A deep passing play
B) A quarterback kneel
C) A short-yardage running play
D) A punt

Sub-Question 1: What is the primary objective for the team that is ahead near the end of the 4th quarter?

A) To score as quickly as possible
B) To maintain possession and run down the clock
C) To allow the other team to score
D) To stop the game clock

Sub-Question 2: On a 3rd down with 2 yards to go, which type of play is most likely to achieve a first down and continue possession?

A) A deep passing play
B) A quarterback kneel
C) A short-yardage running play
D) A punt",C;B;C,American Football,easy,multi
"Question: Why might a team choose to attempt a two-point conversion after scoring a touchdown in American football?

A) They are trailing by a small margin late in the game.
B) They want to tie the game.
C) They are leading by a large margin and want to increase their lead.
D) The weather conditions are making it difficult for kickers.",ABD,American Football,easy,single
"Question: How many points is a touchdown worth in American football?

A) 3 points
B) 6 points
C) 1 point
D) 2 points",B,American Football,easy,single
"Question: Which players are allowed to handle the ball during a standard play in American football?

A) Quarterback
B) Wide Receiver
C) Kicker
D) Running Back",A,American Football,easy,single
"Question: What are the ways a football team can score points during a game?

A) Touchdown
B) Field goal
C) Safety
D) Two-point conversion",ABCD,American Football,easy,single
"Question: How can a team score points in a game of American football?

A) Kicking a field goal
B) Scoring a touchdown
C) Completing a pass
D) Tackling an opponent in their own end zone for a safety",ABD,American Football,easy,single
"Question: Which of the following plays can result in a score for a team in American football?

A) A touchdown by running into the opponent's end zone
B) A field goal kicked through the opponent's goalposts
C) A safety by tackling the opposing player with the ball in their own end zone
D) An interception returned to the midfield line",ABC,American Football,easy,single
"Question: What happens when a player catches the ball with both feet in bounds before going out of bounds in American football?

A) The catch is ruled incomplete.
B) The catch is ruled complete.
C) The player is penalized for stepping out of bounds.
D) The play is stopped immediately.",B,American Football,easy,single
"Question: Which of the following scenarios would result in a player being ruled out of bounds in American Football?

A) A player steps on the sideline with one foot while catching the ball.
B) A player has both feet inbounds when making a catch but falls out of bounds afterward.
C) A player steps on the end zone line with one foot while holding the ball.
D) A player catches the ball in the air outside of the sideline but lands inbounds.",A,American Football,easy,single
"Question: What penalty is typically assessed for a false start in American football?

A) Loss of five yards
B) Loss of ten yards
C) Automatic first down for the opposing team
D) Replay of the down",A,American Football,easy,single
"Question: Why might a team be penalized for ""too many players on the field"" during an American football game?

A) A substitution error occurred.
B) Players failed to leave the field before the snap.
C) A player argued with the referee.
D) A coach called for an illegal timeout.",AB,American Football,easy,single
"Question: How can a player be penalized for unsportsmanlike conduct in American Football?

A) By being disqualified from the game
B) With a 15-yard penalty
C) With a time-out for the team
D) By being awarded a touchdown",AB,American Football,easy,single
"Question: Which penalties might a player receive for unsportsmanlike conduct in American football?

A) Loss of 10 yards
B) Loss of 15 yards
C) Ejection from the game
D) Automatic first down for the opposing team",BC,American Football,easy,single
"Question: What materials are allowed for the construction of helmets in American Football according to safety regulations?

A) Polycarbonate
B) Metal
C) Acrylonitrile Butadiene Styrene (ABS) plastic
D) Leather",AC,American Football,easy,single
"Question: Why must American football helmets be equipped with a face mask?

A) To protect players from facial injuries.
B) To improve the players' visibility.
C) To comply with league safety regulations.
D) To attach communication devices.",AC,American Football,easy,single
"Question: Which pieces of equipment are mandatory for an NFL football player during a game according to regulations?

A) Helmet with a face mask
B) Shoulder pads
C) Knee pads
D) Football gloves",ABC,American Football,easy,single
"What is the typical duration of an American football game?

A) Around 60 minutes of playing time
B) Approximately 3 hours with stops and breaks
C) About 45 minutes of playing time
D) Nearly 2 hours from start to finish",AB,American Football,easy,single
"Question: Why might an American football game last longer than the standard 60 minutes of playing time?

A) Overtime due to a tie at the end of the fourth quarter
B) Timeouts called by either team
C) Halftime show performances
D) Delays due to weather",ABCD,American Football,easy,single
